comet-22-37,comet-22-38
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
4194304               669.76
comet-22-37,comet-22-45
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.13
4                       1.13
8                       1.12
16                      1.14
32                      1.15
64                      1.19
128                     1.29
256                     1.85
512                     1.97
1024                    2.28
2048                    2.80
4096                    3.22
8192                    4.55
16384                   6.87
32768                  10.32
65536                  16.10
131072                 26.50
262144                 47.00
524288                 88.34
1048576               171.63
2097152               337.87
4194304               670.82
comet-22-37,comet-22-46
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.16
2                       1.16
4                       1.18
8                       1.17
16                      1.19
32                      1.19
64                      1.24
128                     1.31
256                     1.86
512                     1.97
1024                    2.30
2048                    2.80
4096                    3.25
8192                    4.53
16384                   7.03
32768                  10.41
65536                  15.69
131072                 26.16
262144                 46.83
524288                 88.16
1048576               171.54
2097152               338.16
4194304               669.24
comet-22-37,comet-22-47
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.14
2                       1.15
4                       1.15
8                       1.18
16                      1.19
32                      1.21
64                      1.25
128                     1.32
256                     1.84
512                     1.95
1024                    2.28
2048                    2.78
4096                    3.22
8192                    4.52
16384                   6.75
32768                  10.47
65536                  15.69
131072                 26.12
262144                 46.79
524288                 88.13
1048576               171.84
2097152               337.60
4194304               670.89
comet-22-37,comet-22-48
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.12
4                       1.14
8                       1.14
16                      1.16
32                      1.16
64                      1.22
128                     1.31
256                     1.82
512                     1.94
1024                    2.27
2048                    2.76
4096                    3.13
8192                    4.54
16384                   6.84
32768                  10.07
65536                  15.50
131072                 26.38
262144                 46.85
524288                 87.96
1048576               171.34
2097152               337.65
4194304               668.11
comet-22-37,comet-22-49
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.14
32                      1.16
64                      1.20
128                     1.29
256                     1.82
512                     1.92
1024                    2.26
2048                    2.77
4096                    3.19
8192                    4.58
16384                   6.98
32768                  10.25
65536                  15.73
131072                 26.11
262144                 47.01
524288                 88.04
1048576               171.10
2097152               338.07
4194304               669.34
comet-22-37,comet-22-50
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.13
4                       1.13
8                       1.14
16                      1.15
32                      1.18
64                      1.21
128                     1.30
256                     1.84
512                     1.95
1024                    2.26
2048                    2.77
4096                    3.20
8192                    4.53
16384                   6.79
32768                  10.21
65536                  15.68
131072                 26.39
262144                 46.81
524288                 88.17
1048576               170.84
2097152               337.92
4194304               669.44
comet-22-37,comet-22-51
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.12
4                       1.13
8                       1.13
16                      1.14
32                      1.15
64                      1.20
128                     1.28
256                     1.85
512                     1.96
1024                    2.27
2048                    2.79
4096                    3.20
8192                    4.51
16384                   6.91
32768                  10.22
65536                  15.62
131072                 26.22
262144                 46.76
524288                 88.13
1048576               171.74
2097152               337.84
4194304               669.82
comet-22-37,comet-22-52
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.14
2                       1.13
4                       1.13
8                       1.13
16                      1.14
32                      1.15
64                      1.19
128                     1.27
256                     1.81
512                     1.93
1024                    2.25
2048                    2.78
4096                    3.16
8192                    4.55
16384                   6.85
32768                  10.11
65536                  15.53
131072                 25.94
262144                 47.14
524288                 88.10
1048576               171.16
2097152               338.16
4194304               668.77
comet-22-37,comet-22-53
comet-22-37,comet-22-54
comet-22-38,comet-22-37
comet-22-38,comet-22-39
comet-22-38,comet-22-40
comet-22-38,comet-22-41
comet-22-38,comet-22-42
comet-22-38,comet-22-43
comet-22-38,comet-22-44
comet-22-38,comet-22-45
comet-22-38,comet-22-46
comet-22-38,comet-22-47
comet-22-38,comet-22-48
comet-22-38,comet-22-49
comet-22-38,comet-22-50
comet-22-38,comet-22-51
comet-22-38,comet-22-52
comet-22-38,comet-22-53
comet-22-38,comet-22-54
comet-22-39,comet-22-37
comet-22-39,comet-22-38
comet-22-39,comet-22-40
comet-22-39,comet-22-41
comet-22-39,comet-22-42
comet-22-39,comet-22-43
comet-22-39,comet-22-44
comet-22-39,comet-22-45
comet-22-39,comet-22-46
comet-22-39,comet-22-47
comet-22-39,comet-22-48
comet-22-39,comet-22-49
comet-22-39,comet-22-50
comet-22-39,comet-22-51
comet-22-39,comet-22-52
comet-22-39,comet-22-53
comet-22-39,comet-22-54
comet-22-40,comet-22-37
comet-22-40,comet-22-38
comet-22-40,comet-22-39
comet-22-40,comet-22-41
comet-22-40,comet-22-42
comet-22-40,comet-22-43
comet-22-40,comet-22-44
comet-22-40,comet-22-45
comet-22-40,comet-22-46
comet-22-40,comet-22-47
comet-22-40,comet-22-48
comet-22-40,comet-22-49
comet-22-40,comet-22-50
comet-22-40,comet-22-51
comet-22-40,comet-22-52
comet-22-40,comet-22-53
comet-22-40,comet-22-54
comet-22-41,comet-22-37
comet-22-41,comet-22-38
comet-22-41,comet-22-39
comet-22-41,comet-22-40
comet-22-41,comet-22-42
comet-22-41,comet-22-43
comet-22-41,comet-22-44
comet-22-41,comet-22-45
comet-22-41,comet-22-46
comet-22-41,comet-22-47
comet-22-41,comet-22-48
comet-22-41,comet-22-49
comet-22-41,comet-22-50
comet-22-41,comet-22-51
comet-22-41,comet-22-52
comet-22-41,comet-22-53
comet-22-41,comet-22-54
comet-22-42,comet-22-37
comet-22-42,comet-22-38
comet-22-42,comet-22-39
comet-22-42,comet-22-40
comet-22-42,comet-22-41
comet-22-42,comet-22-43
comet-22-42,comet-22-44
comet-22-42,comet-22-45
comet-22-42,comet-22-46
comet-22-42,comet-22-47
comet-22-42,comet-22-48
comet-22-42,comet-22-49
comet-22-42,comet-22-50
comet-22-42,comet-22-51
comet-22-42,comet-22-52
comet-22-42,comet-22-53
comet-22-42,comet-22-54
comet-22-43,comet-22-37
comet-22-43,comet-22-38
comet-22-43,comet-22-39
comet-22-43,comet-22-40
comet-22-43,comet-22-41
comet-22-43,comet-22-42
comet-22-43,comet-22-44
comet-22-43,comet-22-45
comet-22-43,comet-22-46
comet-22-43,comet-22-47
comet-22-43,comet-22-48
comet-22-43,comet-22-49
comet-22-43,comet-22-50
comet-22-43,comet-22-51
comet-22-43,comet-22-52
comet-22-43,comet-22-53
comet-22-43,comet-22-54
comet-22-44,comet-22-37
comet-22-44,comet-22-38
comet-22-44,comet-22-39
comet-22-44,comet-22-40
comet-22-44,comet-22-41
comet-22-44,comet-22-42
comet-22-44,comet-22-43
comet-22-44,comet-22-45
comet-22-44,comet-22-46
comet-22-44,comet-22-47
comet-22-44,comet-22-48
comet-22-44,comet-22-49
comet-22-44,comet-22-50
comet-22-44,comet-22-51
comet-22-44,comet-22-52
comet-22-44,comet-22-53
comet-22-44,comet-22-54
comet-22-45,comet-22-37
comet-22-45,comet-22-38
comet-22-45,comet-22-39
comet-22-45,comet-22-40
comet-22-45,comet-22-41
comet-22-45,comet-22-42
comet-22-45,comet-22-43
comet-22-45,comet-22-44
comet-22-45,comet-22-46
comet-22-45,comet-22-47
comet-22-45,comet-22-48
comet-22-45,comet-22-49
comet-22-45,comet-22-50
comet-22-45,comet-22-51
comet-22-45,comet-22-52
comet-22-45,comet-22-53
comet-22-45,comet-22-54
comet-22-46,comet-22-37
comet-22-46,comet-22-38
comet-22-46,comet-22-39
comet-22-46,comet-22-40
comet-22-46,comet-22-41
comet-22-46,comet-22-42
comet-22-46,comet-22-43
comet-22-46,comet-22-44
comet-22-46,comet-22-45
comet-22-46,comet-22-47
comet-22-46,comet-22-48
comet-22-46,comet-22-49
comet-22-46,comet-22-50
comet-22-46,comet-22-51
comet-22-46,comet-22-52
comet-22-46,comet-22-53
comet-22-46,comet-22-54
comet-22-47,comet-22-37
comet-22-47,comet-22-38
comet-22-47,comet-22-39
comet-22-47,comet-22-40
comet-22-47,comet-22-41
comet-22-47,comet-22-42
comet-22-47,comet-22-43
comet-22-47,comet-22-44
comet-22-47,comet-22-45
comet-22-47,comet-22-46
comet-22-47,comet-22-48
comet-22-47,comet-22-49
comet-22-47,comet-22-50
comet-22-47,comet-22-51
comet-22-47,comet-22-52
comet-22-47,comet-22-53
comet-22-47,comet-22-54
comet-22-48,comet-22-37
comet-22-48,comet-22-38
comet-22-48,comet-22-39
comet-22-48,comet-22-40
comet-22-48,comet-22-41
comet-22-48,comet-22-42
comet-22-48,comet-22-43
comet-22-48,comet-22-44
comet-22-48,comet-22-45
comet-22-48,comet-22-46
comet-22-48,comet-22-47
comet-22-48,comet-22-49
comet-22-48,comet-22-50
comet-22-48,comet-22-51
comet-22-48,comet-22-52
comet-22-48,comet-22-53
comet-22-48,comet-22-54
comet-22-49,comet-22-37
comet-22-49,comet-22-38
comet-22-49,comet-22-39
comet-22-49,comet-22-40
comet-22-49,comet-22-41
comet-22-49,comet-22-42
comet-22-49,comet-22-43
comet-22-49,comet-22-44
comet-22-49,comet-22-45
comet-22-49,comet-22-46
comet-22-49,comet-22-47
comet-22-49,comet-22-48
comet-22-49,comet-22-50
comet-22-49,comet-22-51
comet-22-49,comet-22-52
comet-22-49,comet-22-53
comet-22-49,comet-22-54
comet-22-50,comet-22-37
comet-22-50,comet-22-38
comet-22-50,comet-22-39
comet-22-50,comet-22-40
comet-22-50,comet-22-41
comet-22-50,comet-22-42
comet-22-50,comet-22-43
comet-22-50,comet-22-44
comet-22-50,comet-22-45
comet-22-50,comet-22-46
comet-22-50,comet-22-47
comet-22-50,comet-22-48
comet-22-50,comet-22-49
comet-22-50,comet-22-51
comet-22-50,comet-22-52
comet-22-50,comet-22-53
comet-22-50,comet-22-54
comet-22-51,comet-22-37
comet-22-51,comet-22-38
comet-22-51,comet-22-39
comet-22-51,comet-22-40
comet-22-51,comet-22-41
comet-22-51,comet-22-42
comet-22-51,comet-22-43
comet-22-51,comet-22-44
comet-22-51,comet-22-45
comet-22-51,comet-22-46
comet-22-51,comet-22-47
comet-22-51,comet-22-48
comet-22-51,comet-22-49
comet-22-51,comet-22-50
comet-22-51,comet-22-52
comet-22-51,comet-22-53
comet-22-51,comet-22-54
comet-22-52,comet-22-37
comet-22-52,comet-22-38
comet-22-52,comet-22-39
comet-22-52,comet-22-40
comet-22-52,comet-22-41
comet-22-52,comet-22-42
comet-22-52,comet-22-43
comet-22-52,comet-22-44
comet-22-52,comet-22-45
comet-22-52,comet-22-46
comet-22-52,comet-22-47
comet-22-52,comet-22-48
comet-22-52,comet-22-49
comet-22-52,comet-22-50
comet-22-52,comet-22-51
comet-22-52,comet-22-53
comet-22-52,comet-22-54
comet-22-53,comet-22-37
comet-22-53,comet-22-38
comet-22-53,comet-22-39
comet-22-53,comet-22-40
comet-22-53,comet-22-41
comet-22-53,comet-22-42
comet-22-53,comet-22-43
comet-22-53,comet-22-44
comet-22-53,comet-22-45
comet-22-53,comet-22-46
comet-22-53,comet-22-47
comet-22-53,comet-22-48
comet-22-53,comet-22-49
comet-22-53,comet-22-50
comet-22-53,comet-22-51
comet-22-53,comet-22-52
comet-22-53,comet-22-54
comet-22-54,comet-22-37
comet-22-54,comet-22-38
comet-22-54,comet-22-39
comet-22-54,comet-22-40
comet-22-54,comet-22-41
comet-22-54,comet-22-42
comet-22-54,comet-22-43
comet-22-54,comet-22-44
comet-22-54,comet-22-45
comet-22-54,comet-22-46
comet-22-54,comet-22-47
comet-22-54,comet-22-48
comet-22-54,comet-22-49
comet-22-54,comet-22-50
comet-22-54,comet-22-51
comet-22-54,comet-22-52
comet-22-54,comet-22-53
19
36
306
[1.15, 1.16, 1.11, 1.13, 1.16, 1.2, 1.11, 1.14, 1.14, 1.13, 1.22, 1.13, 1.13, 1.14, 1.17, 1.13, 1.13, 1.12, 1.17, 1.13, 1.15, 1.12, 1.13, 1.1, 1.14, 1.14, 1.12, 1.17, 1.18, 1.14, 1.11, 1.11, 1.12, 1.13, 1.14, 1.15, 1.19, 1.11, 1.1, 1.13, 1.19, 1.1, 1.11, 1.12, 1.11, 1.14, 1.1, 1.12, 1.12, 1.11, 1.12, 1.13, 1.14, 1.12, 1.12, 1.13, 1.19, 1.12, 1.1, 1.13, 1.15, 1.14, 1.13, 1.11, 1.13, 1.14, 1.11, 1.13, 1.12, 1.12, 1.15, 1.12, 1.12, 1.13, 1.11, 1.12, 1.11, 1.19, 1.1, 1.11, 1.14, 1.19, 1.12, 1.13, 1.1, 1.18, 1.13, 1.19, 1.1, 1.13, 1.12, 1.12, 1.16, 1.13, 1.14, 1.11, 1.1, 1.11, 1.18, 1.12, 1.1, 1.11, 1.18, 1.13, 1.17, 1.11, 1.11, 1.14, 1.1, 1.09, 1.16, 1.12, 1.11, 1.11, 1.1, 1.11, 1.1, 1.13, 1.12, 1.2, 1.13, 1.16, 1.11, 1.12, 1.11, 1.11, 1.13, 1.12, 1.18, 1.12, 1.15, 1.14, 1.11, 1.1, 1.13, 1.13, 1.12, 1.13, 1.13, 1.1, 1.1, 1.18, 1.11, 1.1, 1.11, 1.12, 1.11, 1.1, 1.11, 1.12, 1.1, 1.1, 1.14, 1.15, 1.14, 1.14, 1.14, 1.11, 1.12, 1.11, 1.1, 1.1, 1.11, 1.11, 1.11, 1.11, 1.2, 1.12, 1.13, 1.11, 1.18, 1.1, 1.13, 1.1, 1.15, 1.11, 1.09, 1.12, 1.16, 1.11, 1.09, 1.14, 1.12, 1.14, 1.12, 1.15, 1.11, 1.14, 1.1, 1.13, 1.12, 1.14, 1.12, 1.11, 1.1, 1.1, 1.18, 1.16, 1.1, 1.14, 1.13, 1.14, 1.12, 1.15, 1.12, 1.12, 1.11, 1.13, 1.12, 1.12, 1.11, 1.11, 1.1, 1.11, 1.11, 1.09, 1.1, 1.12, 1.12, 1.12, 1.1, 1.11, 1.16, 1.13, 1.12, 1.19, 1.11, 1.11, 1.12, 1.11, 1.11, 1.09, 1.12, 1.14, 1.1, 1.14, 1.11, 1.12, 1.12, 1.24, 1.12, 1.12, 1.14, 1.14, 1.2, 1.1, 1.12, 1.12, 1.11, 1.11, 1.12, 1.11, 1.14, 1.09, 1.14, 1.18, 1.13, 1.09, 1.13, 1.14, 1.11, 1.11, 1.12, 1.13, 1.11, 1.12, 1.12, 1.12, 1.11, 1.12, 1.12, 1.12, 1.14, 1.12, 1.13, 1.13, 1.12, 1.13, 1.11, 1.1, 1.1, 1.1, 1.12, 1.11, 1.12, 1.2, 1.14, 1.13, 1.13, 1.11, 1.12, 1.1, 1.12, 1.16, 1.12, 1.11, 1.11, 1.14, 1.1, 1.15, 1.16, 1.11, 1.1, 1.18, 1.12, 1.11]
306
[[19.0, 20.0], [19.0, 21.0], [19.0, 22.0], [19.0, 23.0], [19.0, 24.0], [19.0, 25.0], [19.0, 26.0], [19.0, 27.0], [19.0, 28.0], [19.0, 29.0], [19.0, 30.0], [19.0, 31.0], [19.0, 32.0], [19.0, 33.0], [19.0, 34.0], [19.0, 35.0], [19.0, 36.0], [20.0, 19.0], [20.0, 21.0], [20.0, 22.0], [20.0, 23.0], [20.0, 24.0], [20.0, 25.0], [20.0, 26.0], [20.0, 27.0], [20.0, 28.0], [20.0, 29.0], [20.0, 30.0], [20.0, 31.0], [20.0, 32.0], [20.0, 33.0], [20.0, 34.0], [20.0, 35.0], [20.0, 36.0], [21.0, 19.0], [21.0, 20.0], [21.0, 22.0], [21.0, 23.0], [21.0, 24.0], [21.0, 25.0], [21.0, 26.0], [21.0, 27.0], [21.0, 28.0], [21.0, 29.0], [21.0, 30.0], [21.0, 31.0], [21.0, 32.0], [21.0, 33.0], [21.0, 34.0], [21.0, 35.0], [21.0, 36.0], [22.0, 19.0], [22.0, 20.0], [22.0, 21.0], [22.0, 23.0], [22.0, 24.0], [22.0, 25.0], [22.0, 26.0], [22.0, 27.0], [22.0, 28.0], [22.0, 29.0], [22.0, 30.0], [22.0, 31.0], [22.0, 32.0], [22.0, 33.0], [22.0, 34.0], [22.0, 35.0], [22.0, 36.0], [23.0, 19.0], [23.0, 20.0], [23.0, 21.0], [23.0, 22.0], [23.0, 24.0], [23.0, 25.0], [23.0, 26.0], [23.0, 27.0], [23.0, 28.0], [23.0, 29.0], [23.0, 30.0], [23.0, 31.0], [23.0, 32.0], [23.0, 33.0], [23.0, 34.0], [23.0, 35.0], [23.0, 36.0], [24.0, 19.0], [24.0, 20.0], [24.0, 21.0], [24.0, 22.0], [24.0, 23.0], [24.0, 25.0], [24.0, 26.0], [24.0, 27.0], [24.0, 28.0], [24.0, 29.0], [24.0, 30.0], [24.0, 31.0], [24.0, 32.0], [24.0, 33.0], [24.0, 34.0], [24.0, 35.0], [24.0, 36.0], [25.0, 19.0], [25.0, 20.0], [25.0, 21.0], [25.0, 22.0], [25.0, 23.0], [25.0, 24.0], [25.0, 26.0], [25.0, 27.0], [25.0, 28.0], [25.0, 29.0], [25.0, 30.0], [25.0, 31.0], [25.0, 32.0], [25.0, 33.0], [25.0, 34.0], [25.0, 35.0], [25.0, 36.0], [26.0, 19.0], [26.0, 20.0], [26.0, 21.0], [26.0, 22.0], [26.0, 23.0], [26.0, 24.0], [26.0, 25.0], [26.0, 27.0], [26.0, 28.0], [26.0, 29.0], [26.0, 30.0], [26.0, 31.0], [26.0, 32.0], [26.0, 33.0], [26.0, 34.0], [26.0, 35.0], [26.0, 36.0], [27.0, 19.0], [27.0, 20.0], [27.0, 21.0], [27.0, 22.0], [27.0, 23.0], [27.0, 24.0], [27.0, 25.0], [27.0, 26.0], [27.0, 28.0], [27.0, 29.0], [27.0, 30.0], [27.0, 31.0], [27.0, 32.0], [27.0, 33.0], [27.0, 34.0], [27.0, 35.0], [27.0, 36.0], [28.0, 19.0], [28.0, 20.0], [28.0, 21.0], [28.0, 22.0], [28.0, 23.0], [28.0, 24.0], [28.0, 25.0], [28.0, 26.0], [28.0, 27.0], [28.0, 29.0], [28.0, 30.0], [28.0, 31.0], [28.0, 32.0], [28.0, 33.0], [28.0, 34.0], [28.0, 35.0], [28.0, 36.0], [29.0, 19.0], [29.0, 20.0], [29.0, 21.0], [29.0, 22.0], [29.0, 23.0], [29.0, 24.0], [29.0, 25.0], [29.0, 26.0], [29.0, 27.0], [29.0, 28.0], [29.0, 30.0], [29.0, 31.0], [29.0, 32.0], [29.0, 33.0], [29.0, 34.0], [29.0, 35.0], [29.0, 36.0], [30.0, 19.0], [30.0, 20.0], [30.0, 21.0], [30.0, 22.0], [30.0, 23.0], [30.0, 24.0], [30.0, 25.0], [30.0, 26.0], [30.0, 27.0], [30.0, 28.0], [30.0, 29.0], [30.0, 31.0], [30.0, 32.0], [30.0, 33.0], [30.0, 34.0], [30.0, 35.0], [30.0, 36.0], [31.0, 19.0], [31.0, 20.0], [31.0, 21.0], [31.0, 22.0], [31.0, 23.0], [31.0, 24.0], [31.0, 25.0], [31.0, 26.0], [31.0, 27.0], [31.0, 28.0], [31.0, 29.0], [31.0, 30.0], [31.0, 32.0], [31.0, 33.0], [31.0, 34.0], [31.0, 35.0], [31.0, 36.0], [32.0, 19.0], [32.0, 20.0], [32.0, 21.0], [32.0, 22.0], [32.0, 23.0], [32.0, 24.0], [32.0, 25.0], [32.0, 26.0], [32.0, 27.0], [32.0, 28.0], [32.0, 29.0], [32.0, 30.0], [32.0, 31.0], [32.0, 33.0], [32.0, 34.0], [32.0, 35.0], [32.0, 36.0], [33.0, 19.0], [33.0, 20.0], [33.0, 21.0], [33.0, 22.0], [33.0, 23.0], [33.0, 24.0], [33.0, 25.0], [33.0, 26.0], [33.0, 27.0], [33.0, 28.0], [33.0, 29.0], [33.0, 30.0], [33.0, 31.0], [33.0, 32.0], [33.0, 34.0], [33.0, 35.0], [33.0, 36.0], [34.0, 19.0], [34.0, 20.0], [34.0, 21.0], [34.0, 22.0], [34.0, 23.0], [34.0, 24.0], [34.0, 25.0], [34.0, 26.0], [34.0, 27.0], [34.0, 28.0], [34.0, 29.0], [34.0, 30.0], [34.0, 31.0], [34.0, 32.0], [34.0, 33.0], [34.0, 35.0], [34.0, 36.0], [35.0, 19.0], [35.0, 20.0], [35.0, 21.0], [35.0, 22.0], [35.0, 23.0], [35.0, 24.0], [35.0, 25.0], [35.0, 26.0], [35.0, 27.0], [35.0, 28.0], [35.0, 29.0], [35.0, 30.0], [35.0, 31.0], [35.0, 32.0], [35.0, 33.0], [35.0, 34.0], [35.0, 36.0], [36.0, 19.0], [36.0, 20.0], [36.0, 21.0], [36.0, 22.0], [36.0, 23.0], [36.0, 24.0], [36.0, 25.0], [36.0, 26.0], [36.0, 27.0], [36.0, 28.0], [36.0, 29.0], [36.0, 30.0], [36.0, 31.0], [36.0, 32.0], [36.0, 33.0], [36.0, 34.0], [36.0, 35.0]]
comet-02-[19-36].csv created!
19
36
306
[1.18, 1.21, 1.13, 1.16, 1.18, 1.14, 1.14, 1.18, 1.14, 1.17, 1.14, 1.14, 1.14, 1.14, 1.13, 1.11, 1.13, 1.15, 1.12, 1.13, 1.11, 1.11, 1.13, 1.28, 1.11, 1.11, 1.14, 1.11, 1.15, 1.12, 1.13, 1.11, 1.11, 1.11, 1.16, 1.11, 1.11, 1.11, 1.11, 1.11, 1.1, 1.16, 1.14, 1.1, 1.12, 1.11, 1.1, 1.13, 1.11, 1.1, 1.13, 1.13, 1.11, 1.1, 1.1, 1.12, 1.14, 1.16, 1.17, 1.15, 1.12, 1.18, 1.13, 1.18, 1.13, 1.12, 1.13, 1.12, 1.18, 1.16, 1.14, 1.14, 1.11, 1.19, 1.11, 1.11, 1.13, 1.12, 1.12, 1.13, 1.11, 1.18, 1.11, 1.12, 1.11, 1.12, 1.16, 1.17, 1.12, 1.12, 1.15, 1.12, 1.14, 1.1, 1.15, 1.11, 1.12, 1.12, 1.1, 1.12, 1.13, 1.22, 1.13, 1.16, 1.2, 1.12, 1.2, 1.26, 1.19, 1.12, 1.11, 1.11, 1.12, 1.16, 1.11, 1.19, 1.14, 1.18, 1.12, 1.16, 1.18, 1.1, 1.11, 1.1, 1.11, 1.1, 1.14, 1.11, 1.2, 1.1, 1.12, 1.19, 1.14, 1.11, 1.11, 1.13, 1.15, 1.12, 1.09, 1.11, 1.14, 1.11, 1.13, 1.15, 1.11, 1.1, 1.1, 1.12, 1.12, 1.21, 1.09, 1.11, 1.12, 1.14, 1.13, 1.22, 1.14, 1.18, 1.11, 1.14, 1.11, 1.14, 1.17, 1.11, 1.13, 1.12, 1.12, 1.11, 1.1, 1.17, 1.14, 1.11, 1.12, 1.13, 1.13, 1.12, 1.12, 1.17, 1.11, 1.16, 1.12, 1.12, 1.11, 1.17, 1.11, 1.17, 1.12, 1.17, 1.14, 1.11, 1.13, 1.14, 1.12, 1.13, 1.12, 1.15, 1.1, 1.12, 1.09, 1.15, 1.14, 1.11, 1.12, 1.16, 1.13, 1.14, 1.13, 1.12, 1.13, 1.11, 1.12, 1.1, 1.14, 1.11, 1.1, 1.18, 1.13, 1.11, 1.17, 1.13, 1.18, 1.12, 1.12, 1.11, 1.11, 1.16, 1.1, 1.15, 1.12, 1.11, 1.12, 1.11, 1.11, 1.1, 1.1, 1.14, 1.1, 1.11, 1.13, 1.12, 1.11, 1.14, 1.2, 1.13, 1.2, 1.1, 1.1, 1.11, 1.14, 1.1, 1.1, 1.1, 1.1, 1.13, 1.12, 1.15, 1.17, 1.11, 1.13, 1.21, 1.1, 1.13, 1.1, 1.1, 1.14, 1.13, 1.13, 1.1, 1.15, 1.12, 1.12, 1.13, 1.13, 1.16, 1.14, 1.14, 1.1, 1.16, 1.14, 1.1, 1.12, 1.12, 1.12, 1.1, 1.1, 1.11, 1.18, 1.1, 1.12, 1.14, 1.12, 1.11, 1.12, 1.1, 1.13, 1.1, 1.15, 1.12, 1.1, 1.12, 1.11, 1.11, 1.12, 1.17, 1.12, 1.1]
306
