comet-11-19,comet-11-20
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
4194304               669.27
comet-11-19,comet-11-25
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.14
2                       1.13
4                       1.13
8                       1.12
16                      1.14
32                      1.15
64                      1.19
128                     1.28
256                     1.81
512                     1.92
1024                    2.26
2048                    2.75
4096                    3.20
8192                    4.51
16384                   6.89
32768                  10.26
65536                  15.69
131072                 26.12
262144                 47.02
524288                 88.32
1048576               171.36
2097152               338.64
4194304               669.26
comet-11-19,comet-11-26
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.13
1                       1.20
2                       1.19
4                       1.20
8                       1.19
16                      1.21
32                      1.22
64                      1.28
128                     1.36
256                     1.89
512                     2.01
1024                    2.31
2048                    2.84
4096                    3.26
8192                    4.58
16384                   6.88
32768                  10.38
65536                  15.86
131072                 26.19
262144                 47.07
524288                 88.37
1048576               171.43
2097152               338.21
4194304               670.05
comet-11-19,comet-11-27
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.17
1                       1.24
2                       1.23
4                       1.23
8                       1.24
16                      1.25
32                      1.25
64                      1.29
128                     1.40
256                     1.93
512                     2.04
1024                    2.32
2048                    2.83
4096                    3.25
8192                    4.58
16384                   6.92
32768                  10.49
65536                  15.97
131072                 26.34
262144                 47.07
524288                 88.43
1048576               171.57
2097152               339.16
4194304               669.68
comet-11-19,comet-11-28
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.14
2                       1.14
4                       1.15
8                       1.14
16                      1.15
32                      1.17
64                      1.21
128                     1.30
256                     1.83
512                     1.93
1024                    2.27
2048                    2.77
4096                    3.19
8192                    4.54
16384                   6.97
32768                  10.32
65536                  15.93
131072                 26.39
262144                 47.09
524288                 88.29
1048576               172.89
2097152               338.84
4194304               669.39
comet-11-19,comet-11-29
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.14
2                       1.14
4                       1.14
8                       1.15
16                      1.17
32                      1.18
64                      1.23
128                     1.32
256                     1.82
512                     1.92
1024                    2.26
2048                    2.77
4096                    3.20
8192                    4.55
16384                   6.87
32768                  10.25
65536                  15.85
131072                 26.07
262144                 46.82
524288                 88.29
1048576               171.56
2097152               338.57
4194304               669.36
comet-11-19,comet-11-30
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.14
2                       1.14
4                       1.13
8                       1.14
16                      1.14
32                      1.15
64                      1.18
128                     1.27
256                     1.83
512                     1.95
1024                    2.27
2048                    2.78
4096                    3.21
8192                    4.54
16384                   6.95
32768                  10.25
65536                  15.71
131072                 26.66
262144                 47.09
524288                 88.19
1048576               171.27
2097152               338.87
4194304               670.91
comet-11-19,comet-11-31
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.15
2                       1.13
4                       1.13
8                       1.14
16                      1.17
32                      1.19
64                      1.22
128                     1.33
256                     1.86
512                     1.96
1024                    2.29
2048                    2.81
4096                    3.22
8192                    4.58
16384                   6.90
32768                  10.48
65536                  15.76
131072                 26.29
262144                 46.90
524288                 88.28
1048576               172.07
2097152               338.29
4194304               668.62
comet-11-19,comet-11-32
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.15
2                       1.12
4                       1.13
8                       1.12
16                      1.15
32                      1.16
64                      1.22
128                     1.30
256                     1.83
512                     1.94
1024                    2.28
2048                    2.78
4096                    3.20
8192                    4.57
16384                   6.86
32768                  10.24
65536                  15.82
131072                 26.07
262144                 46.76
524288                 88.11
1048576               170.99
2097152               338.64
4194304               669.02
comet-11-19,comet-11-33
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.14
4                       1.14
8                       1.16
16                      1.18
32                      1.18
64                      1.22
128                     1.30
256                     1.85
512                     1.98
1024                    2.28
2048                    2.79
4096                    3.23
8192                    4.58
16384                   6.76
32768                  10.32
65536                  15.73
131072                 26.14
262144                 46.85
524288                 88.24
1048576               171.87
2097152               338.80
4194304               670.08
comet-11-19,comet-11-34
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.14
4                       1.14
8                       1.13
16                      1.14
32                      1.16
64                      1.20
128                     1.29
256                     1.83
512                     1.96
1024                    2.28
2048                    2.78
4096                    3.22
8192                    4.56
16384                   6.89
32768                  10.29
65536                  15.86
131072                 26.38
262144                 46.80
524288                 88.22
1048576               171.46
2097152               338.38
4194304               669.93
comet-11-19,comet-11-35
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.15
4                       1.15
8                       1.13
16                      1.16
32                      1.18
64                      1.21
128                     1.30
256                     1.86
512                     1.96
1024                    2.29
2048                    2.78
4096                    3.21
8192                    4.55
16384                   6.89
32768                  10.24
65536                  15.85
131072                 26.16
262144                 46.80
524288                 88.20
1048576               171.10
2097152               338.54
4194304               668.18
comet-11-19,comet-11-36
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.14
2                       1.16
4                       1.16
8                       1.15
16                      1.17
32                      1.19
64                      1.23
128                     1.31
256                     1.82
512                     1.95
1024                    2.28
2048                    2.78
4096                    3.22
8192                    4.55
16384                   6.88
32768                  10.45
65536                  15.97
131072                 26.12
262144                 46.77
524288                 88.06
1048576               171.27
2097152               338.90
4194304               669.41
comet-11-20,comet-11-19
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.14
2                       1.13
4                       1.14
8                       1.13
16                      1.15
32                      1.17
64                      1.22
128                     1.30
256                     1.83
512                     1.94
1024                    2.27
2048                    2.78
4096                    3.20
8192                    4.58
16384                   6.75
32768                  10.24
65536                  15.66
131072                 25.97
262144                 46.70
524288                 88.16
1048576               171.73
2097152               338.47
4194304               669.76
comet-11-20,comet-11-21
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.15
2                       1.14
4                       1.13
8                       1.13
16                      1.15
32                      1.16
64                      1.21
128                     1.30
256                     1.79
512                     1.91
1024                    2.26
2048                    2.77
4096                    3.16
8192                    4.56
16384                   6.87
32768                  10.18
65536                  15.63
131072                 26.03
262144                 46.73
524288                 88.17
1048576               171.81
2097152               338.72
4194304               669.94
comet-11-20,comet-11-22
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.14
1                       1.19
2                       1.19
4                       1.18
8                       1.18
16                      1.19
32                      1.21
64                      1.24
128                     1.32
256                     1.88
512                     2.00
1024                    2.30
2048                    2.81
4096                    3.23
8192                    4.56
16384                   6.79
32768                  10.33
65536                  15.82
131072                 26.18
262144                 46.83
524288                 88.25
1048576               171.97
2097152               337.92
4194304               670.21
comet-11-20,comet-11-23
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.13
4                       1.12
8                       1.13
16                      1.14
32                      1.15
64                      1.20
128                     1.29
256                     1.82
512                     1.92
1024                    2.25
2048                    2.75
4096                    3.18
8192                    4.55
16384                   6.79
32768                  10.22
65536                  15.62
131072                 26.09
262144                 46.91
524288                 88.17
1048576               171.52
2097152               339.05
4194304               670.03
comet-11-20,comet-11-24
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.12
4                       1.13
8                       1.13
16                      1.14
32                      1.17
64                      1.20
128                     1.29
256                     1.78
512                     1.90
1024                    2.26
2048                    2.76
4096                    3.17
8192                    4.56
16384                   6.97
32768                  10.10
65536                  15.54
131072                 25.91
262144                 46.63
524288                 87.99
1048576               171.60
2097152               338.95
4194304               670.75
comet-11-20,comet-11-25
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.16
2                       1.15
4                       1.15
8                       1.15
16                      1.16
32                      1.16
64                      1.19
128                     1.29
256                     1.82
512                     1.94
1024                    2.28
2048                    2.77
4096                    3.20
8192                    4.54
16384                   6.99
32768                  10.22
65536                  15.70
131072                 26.12
262144                 46.87
524288                 88.16
1048576               171.70
2097152               338.76
4194304               670.50
comet-11-20,comet-11-26
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.13
2                       1.13
4                       1.14
8                       1.18
16                      1.18
32                      1.16
64                      1.19
128                     1.29
256                     1.88
512                     1.98
1024                    2.31
2048                    2.80
4096                    3.22
8192                    4.59
16384                   7.00
32768                  10.37
65536                  15.85
131072                 26.25
262144                 46.99
524288                 88.37
1048576               171.72
2097152               338.44
4194304               671.09
comet-11-20,comet-11-27
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.11
8                       1.11
16                      1.13
32                      1.14
64                      1.18
128                     1.27
256                     1.79
512                     1.92
1024                    2.27
2048                    2.77
4096                    3.19
8192                    4.56
16384                   6.97
32768                  10.07
65536                  15.52
131072                 26.00
262144                 46.67
524288                 88.04
1048576               171.57
2097152               338.48
4194304               670.05
comet-11-20,comet-11-28
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.11
4                       1.11
8                       1.11
16                      1.14
32                      1.15
64                      1.19
128                     1.27
256                     1.77
512                     1.91
1024                    2.25
2048                    2.74
4096                    3.17
8192                    4.58
16384                   6.88
32768                  10.09
65536                  15.48
131072                 25.89
262144                 46.62
524288                 87.96
1048576               171.60
2097152               337.82
4194304               670.43
comet-11-20,comet-11-29
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.12
4                       1.12
8                       1.13
16                      1.13
32                      1.15
64                      1.19
128                     1.28
256                     1.78
512                     1.89
1024                    2.25
2048                    2.74
4096                    3.17
8192                    4.53
16384                   6.92
32768                  10.04
65536                  15.47
131072                 25.86
262144                 46.63
524288                 88.09
1048576               171.66
2097152               338.40
4194304               670.27
comet-11-20,comet-11-30
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.11
4                       1.12
8                       1.12
16                      1.12
32                      1.14
64                      1.18
128                     1.27
256                     1.80
512                     1.90
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.58
16384                   6.84
32768                  10.09
65536                  15.65
131072                 25.91
262144                 46.62
524288                 88.06
1048576               171.81
2097152               338.47
4194304               670.26
comet-11-20,comet-11-31
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.13
2                       1.12
4                       1.11
8                       1.11
16                      1.12
32                      1.14
64                      1.18
128                     1.27
256                     1.75
512                     1.88
1024                    2.23
2048                    2.73
4096                    3.16
8192                    4.55
16384                   6.85
32768                  10.09
65536                  15.85
131072                 26.08
262144                 46.74
524288                 88.06
1048576               171.63
2097152               338.75
4194304               669.57
comet-11-20,comet-11-32
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.15
2                       1.15
4                       1.15
8                       1.16
16                      1.17
32                      1.19
64                      1.23
128                     1.32
256                     1.84
512                     1.96
1024                    2.28
2048                    2.78
4096                    3.16
8192                    4.57
16384                   6.96
32768                  10.13
65536                  15.57
131072                 25.92
262144                 46.67
524288                 88.10
1048576               170.95
2097152               338.28
4194304               669.90
comet-11-20,comet-11-33
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.11
8                       1.13
16                      1.14
32                      1.14
64                      1.20
128                     1.28
256                     1.80
512                     1.92
1024                    2.26
2048                    2.74
4096                    3.18
8192                    4.62
16384                   7.14
32768                  10.29
65536                  15.73
131072                 26.17
262144                 46.89
524288                 88.33
1048576               171.96
2097152               339.42
4194304               670.55
comet-11-20,comet-11-34
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.13
4                       1.14
8                       1.15
16                      1.15
32                      1.18
64                      1.21
128                     1.32
256                     1.81
512                     1.94
1024                    2.28
2048                    2.76
4096                    3.19
8192                    4.58
16384                   7.00
32768                  10.15
65536                  15.62
131072                 26.91
262144                 46.66
524288                 88.08
1048576               171.46
2097152               338.32
4194304               669.50
comet-11-20,comet-11-35
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.11
4                       1.12
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.27
256                     1.80
512                     1.91
1024                    2.27
2048                    2.77
4096                    3.19
8192                    4.55
16384                   6.74
32768                  10.12
65536                  15.66
131072                 25.97
262144                 46.63
524288                 88.12
1048576               171.73
2097152               338.34
4194304               669.90
comet-11-20,comet-11-36
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.11
4                       1.12
8                       1.11
16                      1.14
32                      1.15
64                      1.19
128                     1.28
256                     1.79
512                     1.91
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.51
16384                   6.87
32768                  10.03
65536                  15.44
131072                 25.87
262144                 46.53
524288                 88.00
1048576               171.75
2097152               338.79
4194304               671.20
comet-11-21,comet-11-19
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.13
4                       1.15
8                       1.14
16                      1.16
32                      1.17
64                      1.21
128                     1.30
256                     1.85
512                     1.96
1024                    2.28
2048                    2.80
4096                    3.23
8192                    4.55
16384                   6.96
32768                  10.31
65536                  15.75
131072                 26.13
262144                 46.85
524288                 88.21
1048576               171.90
2097152               338.66
4194304               669.48
comet-11-21,comet-11-20
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.17
1                       1.23
2                       1.21
4                       1.21
8                       1.22
16                      1.21
32                      1.23
64                      1.27
128                     1.37
256                     1.87
512                     1.98
1024                    2.31
2048                    2.85
4096                    3.26
8192                    4.63
16384                   7.12
32768                  10.36
65536                  15.80
131072                 26.25
262144                 46.99
524288                 88.67
1048576               171.74
2097152               339.35
4194304               669.87
comet-11-21,comet-11-22
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.10
8                       1.10
16                      1.12
32                      1.15
64                      1.17
128                     1.26
256                     1.79
512                     1.90
1024                    2.26
2048                    2.74
4096                    3.16
8192                    4.57
16384                   6.98
32768                  10.09
65536                  15.52
131072                 25.97
262144                 46.61
524288                 88.03
1048576               171.12
2097152               338.47
4194304               669.22
comet-11-21,comet-11-23
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.11
8                       1.12
16                      1.13
32                      1.14
64                      1.16
128                     1.25
256                     1.77
512                     1.89
1024                    2.25
2048                    2.75
4096                    3.15
8192                    4.51
16384                   6.94
32768                  10.11
65536                  15.52
131072                 25.94
262144                 46.70
524288                 88.02
1048576               173.06
2097152               339.37
4194304               669.73
comet-11-21,comet-11-24
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.10
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.26
256                     1.77
512                     1.88
1024                    2.23
2048                    2.73
4096                    3.16
8192                    4.57
16384                   6.78
32768                  10.07
65536                  15.54
131072                 25.87
262144                 46.63
524288                 88.04
1048576               171.55
2097152               338.90
4194304               670.87
comet-11-21,comet-11-25
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.10
4                       1.10
8                       1.11
16                      1.12
32                      1.14
64                      1.18
128                     1.26
256                     1.74
512                     1.82
1024                    2.22
2048                    2.73
4096                    3.12
8192                    4.54
16384                   6.81
32768                  10.20
65536                  15.59
131072                 25.99
262144                 46.72
524288                 88.19
1048576               171.47
2097152               339.71
4194304               670.08
comet-11-21,comet-11-26
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.14
4                       1.12
8                       1.14
16                      1.15
32                      1.16
64                      1.20
128                     1.29
256                     1.78
512                     1.90
1024                    2.27
2048                    2.76
4096                    3.17
8192                    4.60
16384                   7.00
32768                  10.14
65536                  15.82
131072                 25.99
262144                 46.65
524288                 88.09
1048576               171.92
2097152               338.97
4194304               670.09
comet-11-21,comet-11-27
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.12
4                       1.11
8                       1.11
16                      1.13
32                      1.14
64                      1.18
128                     1.27
256                     1.77
512                     1.89
1024                    2.25
2048                    2.76
4096                    3.17
8192                    4.53
16384                   6.92
32768                  10.04
65536                  15.53
131072                 25.96
262144                 46.70
524288                 88.03
1048576               172.10
2097152               339.23
4194304               670.62
comet-11-21,comet-11-28
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.12
4                       1.12
8                       1.14
16                      1.14
32                      1.16
64                      1.20
128                     1.28
256                     1.80
512                     1.91
1024                    2.26
2048                    2.77
4096                    3.19
8192                    4.56
16384                   6.97
32768                  10.09
65536                  15.59
131072                 26.04
262144                 46.70
524288                 88.20
1048576               171.45
2097152               338.89
4194304               669.87
comet-11-21,comet-11-29
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.13
2                       1.13
4                       1.13
8                       1.13
16                      1.14
32                      1.16
64                      1.20
128                     1.28
256                     1.77
512                     1.90
1024                    2.25
2048                    2.73
4096                    3.15
8192                    4.61
16384                   7.03
32768                  10.09
65536                  15.51
131072                 26.04
262144                 46.72
524288                 88.12
1048576               172.55
2097152               339.21
4194304               670.28
comet-11-21,comet-11-30
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.13
4                       1.13
8                       1.13
16                      1.14
32                      1.16
64                      1.20
128                     1.29
256                     1.75
512                     1.87
1024                    2.25
2048                    2.75
4096                    3.20
8192                    4.59
16384                   6.89
32768                  10.27
65536                  15.63
131072                 26.00
262144                 46.73
524288                 88.16
1048576               172.28
2097152               339.32
4194304               670.16
comet-11-21,comet-11-31
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.13
2                       1.14
4                       1.12
8                       1.13
16                      1.14
32                      1.16
64                      1.20
128                     1.30
256                     1.79
512                     1.91
1024                    2.25
2048                    2.76
4096                    3.18
8192                    4.55
16384                   6.78
32768                  10.09
65536                  15.57
131072                 25.94
262144                 46.69
524288                 88.18
1048576               172.59
2097152               338.19
4194304               670.15
comet-11-21,comet-11-32
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.11
8                       1.12
16                      1.13
32                      1.15
64                      1.19
128                     1.28
256                     1.80
512                     1.91
1024                    2.27
2048                    2.77
4096                    3.19
8192                    4.58
16384                   6.74
32768                  10.12
65536                  15.59
131072                 26.00
262144                 46.68
524288                 88.06
1048576               172.16
2097152               338.35
4194304               670.39
comet-11-21,comet-11-33
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.10
4                       1.10
8                       1.11
16                      1.12
32                      1.13
64                      1.16
128                     1.25
256                     1.81
512                     1.91
1024                    2.25
2048                    2.74
4096                    3.17
8192                    4.54
16384                   6.93
32768                  10.09
65536                  15.57
131072                 25.96
262144                 46.66
524288                 88.16
1048576               171.82
2097152               339.10
4194304               670.52
comet-11-21,comet-11-34
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.14
2                       1.12
4                       1.11
8                       1.12
16                      1.11
32                      1.13
64                      1.17
128                     1.26
256                     1.78
512                     1.88
1024                    2.24
2048                    2.74
4096                    3.15
8192                    4.57
16384                   7.02
32768                  10.24
65536                  15.77
131072                 26.12
262144                 46.81
524288                 88.25
1048576               172.10
2097152               339.43
4194304               670.26
comet-11-21,comet-11-35
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.12
4                       1.10
8                       1.10
16                      1.12
32                      1.14
64                      1.17
128                     1.28
256                     1.80
512                     1.90
1024                    2.27
2048                    2.75
4096                    3.18
8192                    4.55
16384                   6.77
32768                  10.10
65536                  15.52
131072                 25.90
262144                 46.65
524288                 88.01
1048576               171.49
2097152               338.67
4194304               670.33
comet-11-21,comet-11-36
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.10
4                       1.11
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.25
256                     1.78
512                     1.88
1024                    2.25
2048                    2.74
4096                    3.17
8192                    4.56
16384                   7.00
32768                  10.17
65536                  15.57
131072                 26.02
262144                 46.65
524288                 88.11
1048576               171.38
2097152               339.09
4194304               670.20
comet-11-22,comet-11-19
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.12
4                       1.13
8                       1.14
16                      1.16
32                      1.18
64                      1.23
128                     1.31
256                     1.82
512                     1.93
1024                    2.28
2048                    2.78
4096                    3.21
8192                    4.54
16384                   6.86
32768                  10.23
65536                  15.66
131072                 25.98
262144                 46.69
524288                 88.06
1048576               171.36
2097152               338.37
4194304               668.49
comet-11-22,comet-11-20
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.15
2                       1.15
4                       1.15
8                       1.14
16                      1.17
32                      1.18
64                      1.21
128                     1.30
256                     1.84
512                     1.96
1024                    2.28
2048                    2.79
4096                    3.20
8192                    4.52
16384                   6.86
32768                  10.14
65536                  15.60
131072                 25.96
262144                 46.66
524288                 88.11
1048576               171.61
2097152               339.23
4194304               669.95
comet-11-22,comet-11-21
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.15
2                       1.14
4                       1.13
8                       1.13
16                      1.14
32                      1.16
64                      1.20
128                     1.29
256                     1.78
512                     1.90
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.58
16384                   6.78
32768                  10.16
65536                  15.62
131072                 25.96
262144                 46.68
524288                 88.16
1048576               171.82
2097152               339.17
4194304               669.22
comet-11-22,comet-11-23
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.14
2                       1.13
4                       1.14
8                       1.13
16                      1.15
32                      1.17
64                      1.22
128                     1.31
256                     1.82
512                     1.92
1024                    2.26
2048                    2.79
4096                    3.21
8192                    4.54
16384                   6.87
32768                  10.14
65536                  15.57
131072                 25.97
262144                 46.67
524288                 88.14
1048576               170.99
2097152               338.86
4194304               670.26
comet-11-22,comet-11-24
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.11
8                       1.12
16                      1.14
32                      1.15
64                      1.20
128                     1.29
256                     1.71
512                     1.83
1024                    2.19
2048                    2.70
4096                    3.15
8192                    4.53
16384                   6.86
32768                  10.31
65536                  15.70
131072                 26.14
262144                 46.85
524288                 88.18
1048576               171.07
2097152               338.39
4194304               669.59
comet-11-22,comet-11-25
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.11
4                       1.11
8                       1.12
16                      1.15
32                      1.13
64                      1.17
128                     1.26
256                     1.79
512                     1.91
1024                    2.26
2048                    2.75
4096                    3.18
8192                    4.55
16384                   7.00
32768                  10.21
65536                  15.65
131072                 26.01
262144                 46.69
524288                 88.04
1048576               172.12
2097152               339.15
4194304               670.47
comet-11-22,comet-11-26
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.14
32                      1.16
64                      1.20
128                     1.29
256                     1.77
512                     1.88
1024                    2.25
2048                    2.72
4096                    3.16
8192                    4.55
16384                   6.82
32768                  10.10
65536                  15.54
131072                 25.93
262144                 46.65
524288                 89.20
