comet-21-37,comet-21-38
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
8192                    4.55
16384                   6.92
32768                  10.31
65536                  15.75
131072                 26.35
262144                 46.83
524288                 88.21
1048576               171.87
2097152               338.93
4194304               670.56
comet-21-37,comet-21-47
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.11
1                       1.17
2                       1.18
4                       1.16
8                       1.19
16                      1.20
32                      1.23
64                      1.23
128                     1.31
256                     1.89
512                     1.93
1024                    2.18
2048                    2.70
4096                    3.17
8192                    4.55
16384                   6.91
32768                  10.38
65536                  15.87
131072                 27.28
262144                 46.93
524288                 88.29
1048576               171.63
2097152               338.56
4194304               669.68
comet-21-37,comet-21-48
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.15
2                       1.15
4                       1.15
8                       1.14
16                      1.17
32                      1.20
64                      1.22
128                     1.30
256                     1.82
512                     1.94
1024                    2.27
2048                    2.78
4096                    3.22
8192                    4.58
16384                   6.87
32768                  10.29
65536                  15.80
131072                 26.12
262144                 46.77
524288                 88.16
1048576               171.09
2097152               337.99
4194304               668.31
comet-21-37,comet-21-49
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.18
2                       1.18
4                       1.18
8                       1.16
16                      1.20
32                      1.22
64                      1.25
128                     1.32
256                     1.87
512                     1.99
1024                    2.29
2048                    2.80
4096                    3.23
8192                    4.51
16384                   6.86
32768                  10.40
65536                  15.78
131072                 26.09
262144                 46.83
524288                 88.18
1048576               172.03
2097152               337.85
4194304               669.48
comet-21-37,comet-21-50
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.13
1                       1.21
2                       1.19
4                       1.19
8                       1.18
16                      1.20
32                      1.22
64                      1.25
128                     1.34
256                     1.91
512                     2.01
1024                    2.24
2048                    2.71
4096                    3.19
8192                    4.51
16384                   6.95
32768                  10.29
65536                  16.13
131072                 26.34
262144                 46.91
524288                 88.28
1048576               171.48
2097152               337.69
4194304               669.36
comet-21-37,comet-21-51
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.13
2                       1.14
4                       1.14
8                       1.15
16                      1.17
32                      1.18
64                      1.22
128                     1.31
256                     1.84
512                     1.95
1024                    2.28
2048                    2.80
4096                    3.22
8192                    4.55
16384                   6.79
32768                  10.27
65536                  16.16
131072                 26.45
262144                 47.03
524288                 88.37
1048576               171.80
2097152               337.92
4194304               670.87
comet-21-37,comet-21-52
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.14
4                       1.15
8                       1.15
16                      1.16
32                      1.18
64                      1.22
128                     1.31
256                     1.82
512                     1.94
1024                    2.27
2048                    2.77
4096                    3.20
8192                    4.57
16384                   6.85
32768                  10.22
65536                  15.62
131072                 25.98
262144                 46.91
524288                 88.17
1048576               171.46
2097152               338.31
4194304               670.26
comet-21-37,comet-21-53
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.11
1                       1.15
2                       1.14
4                       1.15
8                       1.16
16                      1.17
32                      1.17
64                      1.21
128                     1.32
256                     1.83
512                     1.96
1024                    2.28
2048                    2.78
4096                    3.21
8192                    4.54
16384                   6.87
32768                  10.32
65536                  15.68
131072                 26.14
262144                 46.84
524288                 88.19
1048576               171.77
2097152               337.95
4194304               669.63
comet-21-37,comet-21-54
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.15
2                       1.12
4                       1.10
8                       1.11
16                      1.13
32                      1.14
64                      1.18
128                     1.26
256                     1.81
512                     1.93
1024                    2.27
2048                    2.77
4096                    3.18
8192                    4.57
16384                   6.97
32768                  10.24
65536                  15.74
131072                 26.37
262144                 46.91
524288                 88.33
1048576               171.23
2097152               337.98
4194304               669.52
comet-21-38,comet-21-39
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.18
2                       1.17
4                       1.17
8                       1.17
16                      1.18
32                      1.20
64                      1.24
128                     1.32
256                     1.85
512                     1.96
1024                    2.29
2048                    2.81
4096                    3.20
8192                    4.58
16384                   6.95
32768                  10.31
65536                  15.71
131072                 26.11
262144                 46.86
524288                 88.30
1048576               171.72
2097152               338.51
4194304               669.79
comet-21-38,comet-21-40
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.15
2                       1.15
4                       1.14
8                       1.14
16                      1.16
32                      1.17
64                      1.21
128                     1.30
256                     1.83
512                     1.94
1024                    2.28
2048                    2.78
4096                    3.19
8192                    4.54
16384                   6.86
32768                  10.10
65536                  15.62
131072                 25.90
262144                 46.66
524288                 88.06
1048576               171.75
2097152               338.41
4194304               669.48
comet-21-38,comet-21-41
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.14
64                      1.18
128                     1.26
256                     1.80
512                     1.93
1024                    2.28
2048                    2.76
4096                    3.18
8192                    4.53
16384                   6.92
32768                  10.11
65536                  15.61
131072                 25.97
262144                 46.74
524288                 88.23
1048576               171.38
2097152               338.55
4194304               670.18
comet-21-38,comet-21-42
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.14
4                       1.15
8                       1.15
16                      1.16
32                      1.19
64                      1.22
128                     1.31
256                     1.85
512                     1.96
1024                    2.31
2048                    2.80
4096                    3.23
8192                    4.58
16384                   6.87
32768                  10.15
65536                  15.61
131072                 26.00
262144                 46.76
524288                 88.11
1048576               172.20
2097152               338.50
4194304               670.75
comet-21-38,comet-21-43
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.11
8                       1.10
16                      1.13
32                      1.15
64                      1.20
128                     1.26
256                     1.76
512                     1.88
1024                    2.24
2048                    2.71
4096                    3.16
8192                    4.62
16384                   7.06
32768                  10.17
65536                  15.59
131072                 26.16
262144                 46.70
524288                 88.35
1048576               172.33
2097152               338.08
4194304               670.33
comet-21-38,comet-21-44
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.11
8                       1.12
16                      1.13
32                      1.15
64                      1.20
128                     1.28
256                     1.78
512                     1.90
1024                    2.25
2048                    2.76
4096                    3.17
8192                    4.58
16384                   6.85
32768                  10.11
65536                  15.53
131072                 25.89
262144                 46.64
524288                 88.06
1048576               171.50
2097152               338.47
4194304               669.83
comet-21-38,comet-21-45
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.16
2                       1.15
4                       1.14
8                       1.15
16                      1.15
32                      1.19
64                      1.20
128                     1.29
256                     1.84
512                     1.94
1024                    2.27
2048                    2.78
4096                    3.20
8192                    4.53
16384                   6.76
32768                  10.22
65536                  15.70
131072                 26.08
262144                 46.80
524288                 88.26
1048576               172.05
2097152               338.31
4194304               669.47
comet-21-38,comet-21-46
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.12
1                       1.17
2                       1.18
4                       1.19
8                       1.19
16                      1.21
32                      1.22
64                      1.25
128                     1.34
256                     1.90
512                     2.00
1024                    2.30
2048                    2.82
4096                    3.24
8192                    4.56
16384                   6.98
32768                  10.40
65536                  15.78
131072                 26.15
262144                 46.85
524288                 88.26
1048576               171.93
2097152               338.23
4194304               669.85
comet-21-38,comet-21-47
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.12
32                      1.15
64                      1.17
128                     1.27
256                     1.76
512                     1.88
1024                    2.25
2048                    2.75
4096                    3.17
8192                    4.53
16384                   6.92
32768                  10.17
65536                  15.65
131072                 26.06
262144                 46.73
524288                 88.19
1048576               172.18
2097152               338.57
4194304               669.13
comet-21-38,comet-21-48
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.14
4                       1.13
8                       1.13
16                      1.15
32                      1.15
64                      1.20
128                     1.29
256                     1.80
512                     1.90
1024                    2.25
2048                    2.74
4096                    3.19
8192                    4.56
16384                   6.93
32768                  10.08
65536                  15.54
131072                 25.95
262144                 46.65
524288                 88.06
1048576               171.95
2097152               338.21
4194304               670.70
comet-21-38,comet-21-49
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.10
4                       1.10
8                       1.10
16                      1.11
32                      1.12
64                      1.16
128                     1.25
256                     1.76
512                     1.89
1024                    2.24
2048                    2.72
4096                    3.16
8192                    4.55
16384                   6.84
32768                   9.99
65536                  15.43
131072                 25.94
262144                 46.53
524288                 87.97
1048576               171.30
2097152               337.81
4194304               669.20
comet-21-38,comet-21-50
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.12
2                       1.11
4                       1.11
8                       1.10
16                      1.12
32                      1.13
64                      1.16
128                     1.25
256                     1.77
512                     1.90
1024                    2.24
2048                    2.76
4096                    3.19
8192                    4.54
16384                   6.83
32768                  10.23
65536                  15.58
131072                 25.99
262144                 46.64
524288                 88.06
1048576               172.08
2097152               338.16
4194304               669.18
comet-21-38,comet-21-51
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.16
1                       1.19
2                       1.19
4                       1.17
8                       1.17
16                      1.18
32                      1.19
64                      1.23
128                     1.32
256                     1.85
512                     1.96
1024                    2.28
2048                    2.78
4096                    3.21
8192                    4.53
16384                   6.85
32768                  10.18
65536                  15.67
131072                 26.07
262144                 46.83
524288                 88.20
1048576               171.90
2097152               338.73
4194304               669.71
comet-21-38,comet-21-52
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.17
2                       1.17
4                       1.16
8                       1.14
16                      1.15
32                      1.17
64                      1.21
128                     1.32
256                     1.85
512                     1.96
1024                    2.30
2048                    2.80
4096                    3.22
8192                    4.59
16384                   6.96
32768                  10.22
65536                  15.69
131072                 26.07
262144                 46.86
524288                 88.35
1048576               171.93
2097152               338.59
4194304               670.06
comet-21-38,comet-21-53
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.11
8                       1.12
16                      1.13
32                      1.14
64                      1.19
128                     1.28
256                     1.77
512                     1.89
1024                    2.26
2048                    2.75
4096                    3.16
8192                    4.55
16384                   6.75
32768                  10.01
65536                  15.49
131072                 25.84
262144                 46.65
524288                 87.98
1048576               171.61
2097152               338.11
4194304               669.21
comet-21-38,comet-21-54
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.11
4                       1.11
8                       1.12
16                      1.14
32                      1.16
64                      1.20
128                     1.28
256                     1.81
512                     1.92
1024                    2.27
2048                    2.76
4096                    3.20
8192                    4.58
16384                   6.78
32768                  10.09
65536                  15.54
131072                 26.00
262144                 46.72
524288                 88.03
1048576               171.73
2097152               337.99
4194304               669.75
comet-21-39,comet-21-40
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.15
2                       1.13
4                       1.12
8                       1.11
16                      1.14
32                      1.14
64                      1.19
128                     1.27
256                     1.76
512                     1.90
1024                    2.25
2048                    2.73
4096                    3.16
8192                    4.54
16384                   6.86
32768                  10.04
65536                  15.47
131072                 25.86
262144                 47.42
524288                 88.06
1048576               171.78
2097152               337.65
4194304               669.38
comet-21-39,comet-21-41
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.09
2                       1.09
4                       1.09
8                       1.10
16                      1.11
32                      1.12
64                      1.16
128                     1.25
256                     1.77
512                     1.88
1024                    2.24
2048                    2.74
4096                    3.17
8192                    4.54
16384                   6.86
32768                  10.09
65536                  15.51
131072                 25.91
262144                 46.72
524288                 89.42
1048576               171.59
2097152               337.99
4194304               669.79
comet-21-39,comet-21-42
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.14
2                       1.13
4                       1.12
8                       1.12
16                      1.14
32                      1.17
64                      1.21
128                     1.29
256                     1.81
512                     1.93
1024                    2.26
2048                    2.77
4096                    3.18
8192                    4.58
16384                   6.89
32768                  10.20
65536                  15.66
131072                 26.02
262144                 46.73
524288                 88.16
1048576               171.73
2097152               338.28
4194304               670.16
comet-21-39,comet-21-43
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.15
2                       1.15
4                       1.14
8                       1.15
16                      1.16
32                      1.18
64                      1.22
128                     1.31
256                     1.82
512                     1.94
1024                    2.28
2048                    2.78
4096                    3.21
8192                    4.56
16384                   6.85
32768                  10.14
65536                  15.58
131072                 25.97
262144                 46.61
524288                 87.99
1048576               171.93
2097152               337.80
4194304               669.86
comet-21-39,comet-21-44
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.11
4                       1.11
8                       1.12
16                      1.12
32                      1.14
64                      1.18
128                     1.27
256                     1.78
512                     1.89
1024                    2.25
2048                    2.74
4096                    3.15
8192                    4.55
16384                   6.86
32768                  10.14
65536                  15.62
131072                 25.96
262144                 46.66
524288                 88.14
1048576               172.37
2097152               338.46
4194304               669.97
comet-21-39,comet-21-45
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.12
4                       1.14
8                       1.13
16                      1.12
32                      1.16
64                      1.19
128                     1.28
256                     1.83
512                     1.92
1024                    2.28
2048                    2.78
4096                    3.20
8192                    4.56
16384                   6.86
32768                  10.19
65536                  15.62
131072                 26.00
262144                 46.74
524288                 88.20
1048576               171.47
2097152               339.14
4194304               670.95
comet-21-39,comet-21-46
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.12
4                       1.13
8                       1.13
16                      1.14
32                      1.15
64                      1.18
128                     1.29
256                     1.82
512                     1.92
1024                    2.27
2048                    2.77
4096                    3.18
8192                    4.56
16384                   7.05
32768                  10.10
65536                  15.56
131072                 26.05
262144                 46.61
524288                 88.12
1048576               172.25
2097152               338.04
4194304               668.54
comet-21-39,comet-21-47
comet-21-39,comet-21-48
comet-21-39,comet-21-49
comet-21-39,comet-21-50
comet-21-39,comet-21-51
comet-21-39,comet-21-52
comet-21-39,comet-21-53
comet-21-39,comet-21-54
comet-21-40,comet-21-41
comet-21-40,comet-21-42
comet-21-40,comet-21-43
comet-21-40,comet-21-44
comet-21-40,comet-21-45
comet-21-40,comet-21-46
comet-21-40,comet-21-47
comet-21-40,comet-21-48
comet-21-40,comet-21-49
comet-21-40,comet-21-50
comet-21-40,comet-21-51
comet-21-40,comet-21-52
comet-21-40,comet-21-53
comet-21-40,comet-21-54
comet-21-41,comet-21-42
comet-21-41,comet-21-43
comet-21-41,comet-21-44
comet-21-41,comet-21-45
comet-21-41,comet-21-46
comet-21-41,comet-21-47
comet-21-41,comet-21-48
comet-21-41,comet-21-49
comet-21-41,comet-21-50
comet-21-41,comet-21-51
comet-21-41,comet-21-52
comet-21-41,comet-21-53
comet-21-41,comet-21-54
comet-21-42,comet-21-43
comet-21-42,comet-21-44
comet-21-42,comet-21-45
comet-21-42,comet-21-46
comet-21-42,comet-21-47
comet-21-42,comet-21-48
comet-21-42,comet-21-49
comet-21-42,comet-21-50
comet-21-42,comet-21-51
comet-21-42,comet-21-52
comet-21-42,comet-21-53
comet-21-42,comet-21-54
comet-21-43,comet-21-44
comet-21-43,comet-21-45
comet-21-43,comet-21-46
comet-21-43,comet-21-47
comet-21-43,comet-21-48
comet-21-43,comet-21-49
comet-21-43,comet-21-50
comet-21-43,comet-21-51
comet-21-43,comet-21-52
comet-21-43,comet-21-53
comet-21-43,comet-21-54
comet-21-44,comet-21-45
comet-21-44,comet-21-46
comet-21-44,comet-21-47
comet-21-44,comet-21-48
comet-21-44,comet-21-49
comet-21-44,comet-21-50
comet-21-44,comet-21-51
comet-21-44,comet-21-52
comet-21-44,comet-21-53
comet-21-44,comet-21-54
comet-21-45,comet-21-46
comet-21-45,comet-21-47
comet-21-45,comet-21-48
comet-21-45,comet-21-49
comet-21-45,comet-21-50
comet-21-45,comet-21-51
comet-21-45,comet-21-52
comet-21-45,comet-21-53
comet-21-45,comet-21-54
comet-21-46,comet-21-47
comet-21-46,comet-21-48
comet-21-46,comet-21-49
comet-21-46,comet-21-50
comet-21-46,comet-21-51
comet-21-46,comet-21-52
comet-21-46,comet-21-53
comet-21-46,comet-21-54
comet-21-47,comet-21-48
comet-21-47,comet-21-49
comet-21-47,comet-21-50
comet-21-47,comet-21-51
comet-21-47,comet-21-52
comet-21-47,comet-21-53
comet-21-47,comet-21-54
comet-21-48,comet-21-49
comet-21-48,comet-21-50
comet-21-48,comet-21-51
comet-21-48,comet-21-52
comet-21-48,comet-21-53
comet-21-48,comet-21-54
comet-21-49,comet-21-50
comet-21-49,comet-21-51
comet-21-49,comet-21-52
comet-21-49,comet-21-53
comet-21-49,comet-21-54
comet-21-50,comet-21-51
comet-21-50,comet-21-52
comet-21-50,comet-21-53
comet-21-50,comet-21-54
comet-21-51,comet-21-52
comet-21-51,comet-21-53
comet-21-51,comet-21-54
comet-21-52,comet-21-53
comet-21-52,comet-21-54
comet-21-53,comet-21-54
