comet-01-37,comet-01-38
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
2                       1.14
4                       1.13
8                       1.13
16                      1.16
32                      1.17
64                      1.21
128                     1.31
256                     1.84
512                     1.96
1024                    2.30
2048                    2.81
4096                    3.23
8192                    4.55
16384                   6.87
32768                  10.29
65536                  15.73
131072                 26.12
262144                 47.00
524288                 88.24
1048576               171.77
2097152               338.36
4194304               670.27
comet-01-38,comet-01-39
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.17
2                       1.19
4                       1.16
8                       1.16
16                      1.16
32                      1.19
64                      1.21
128                     1.31
256                     1.83
512                     1.95
1024                    2.29
2048                    2.79
4096                    3.20
8192                    4.58
16384                   6.98
32768                  10.18
65536                  15.65
131072                 26.08
262144                 46.76
524288                 88.18
1048576               171.96
2097152               338.66
4194304               670.70
comet-01-38,comet-01-40
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.11
4                       1.13
8                       1.11
16                      1.12
32                      1.14
64                      1.17
128                     1.26
256                     1.78
512                     1.91
1024                    2.25
2048                    2.74
4096                    3.17
8192                    4.52
16384                   6.87
32768                  10.06
65536                  15.44
131072                 25.84
262144                 46.58
524288                 88.01
1048576               171.10
2097152               337.98
4194304               668.88
comet-01-38,comet-01-41
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.11
1                       1.15
2                       1.14
4                       1.16
8                       1.16
16                      1.18
32                      1.19
64                      1.23
128                     1.32
256                     1.84
512                     1.97
1024                    2.29
2048                    2.79
4096                    3.22
8192                    4.55
16384                   6.92
32768                  10.24
65536                  15.65
131072                 26.12
262144                 46.73
524288                 88.12
1048576               171.84
2097152               338.85
4194304               670.87
comet-01-38,comet-01-42
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.10
4                       1.10
8                       1.10
16                      1.12
32                      1.13
64                      1.16
128                     1.25
256                     1.77
512                     1.89
1024                    2.26
2048                    2.74
4096                    3.17
8192                    4.53
16384                   6.85
32768                  10.01
65536                  15.47
131072                 25.81
262144                 46.54
524288                 87.98
1048576               171.74
2097152               338.12
4194304               669.22
comet-01-38,comet-01-43
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.10
4                       1.10
8                       1.10
16                      1.12
32                      1.13
64                      1.17
128                     1.25
256                     1.77
512                     1.89
1024                    2.24
2048                    2.73
4096                    3.16
8192                    4.55
16384                   6.99
32768                  10.04
65536                  15.45
131072                 25.81
262144                 46.57
524288                 87.96
1048576               171.05
2097152               337.76
4194304               669.52
comet-01-38,comet-01-44
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.15
2                       1.13
4                       1.13
8                       1.13
16                      1.14
32                      1.19
64                      1.21
128                     1.31
256                     1.80
512                     1.92
1024                    2.27
2048                    2.79
4096                    3.19
8192                    4.56
16384                   6.97
32768                  10.09
65536                  15.54
131072                 25.89
262144                 46.57
524288                 87.96
1048576               171.85
2097152               338.00
4194304               669.85
comet-01-38,comet-01-45
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.16
2                       1.15
4                       1.15
8                       1.16
16                      1.17
32                      1.15
64                      1.19
128                     1.31
256                     1.84
512                     1.95
1024                    2.28
2048                    2.79
4096                    3.21
8192                    4.58
16384                   6.80
32768                  10.31
65536                  15.73
131072                 26.10
262144                 46.76
524288                 88.21
1048576               171.84
2097152               338.86
4194304               671.16
comet-01-38,comet-01-46
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.11
8                       1.12
16                      1.13
32                      1.16
64                      1.19
128                     1.27
256                     1.80
512                     1.92
1024                    2.27
2048                    2.77
4096                    3.19
8192                    4.53
16384                   6.95
32768                  10.14
65536                  15.57
131072                 25.97
262144                 46.65
524288                 88.06
1048576               171.18
2097152               337.94
4194304               669.26
comet-01-38,comet-01-47
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.11
8                       1.12
16                      1.14
32                      1.16
64                      1.19
128                     1.27
256                     1.77
512                     1.89
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.53
16384                   6.88
32768                  10.03
65536                  15.47
131072                 25.84
262144                 46.55
524288                 87.87
1048576               171.52
2097152               337.75
4194304               669.82
comet-01-38,comet-01-48
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.13
2                       1.12
4                       1.12
8                       1.11
16                      1.14
32                      1.16
64                      1.20
128                     1.27
256                     1.76
512                     1.88
1024                    2.25
2048                    2.75
4096                    3.17
8192                    4.55
16384                   6.95
32768                  10.14
65536                  15.57
131072                 25.96
262144                 46.72
524288                 88.23
1048576               172.07
2097152               338.16
4194304               669.40
comet-01-38,comet-01-49
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.14
2                       1.17
4                       1.12
8                       1.12
16                      1.13
32                      1.14
64                      1.17
128                     1.26
256                     1.78
512                     1.89
1024                    2.24
2048                    2.74
4096                    3.10
8192                    4.51
16384                   6.94
32768                  10.16
65536                  15.61
131072                 26.04
262144                 46.75
524288                 88.12
1048576               171.62
2097152               338.41
4194304               668.85
comet-01-38,comet-01-50
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.13
2                       1.14
4                       1.14
8                       1.14
16                      1.15
32                      1.15
64                      1.20
128                     1.30
256                     1.82
512                     1.93
1024                    2.27
2048                    2.76
4096                    3.19
8192                    4.57
16384                   6.75
32768                  10.12
65536                  15.61
131072                 26.01
262144                 46.69
524288                 88.11
1048576               171.19
2097152               338.59
4194304               669.79
comet-01-38,comet-01-51
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.11
8                       1.12
16                      1.12
32                      1.14
64                      1.18
128                     1.29
256                     1.80
512                     1.91
1024                    2.25
2048                    2.77
4096                    3.18
8192                    4.55
16384                   6.87
32768                  10.09
65536                  15.54
131072                 25.92
262144                 46.63
524288                 87.99
1048576               171.69
2097152               338.28
4194304               670.19
comet-01-38,comet-01-52
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.13
2                       1.12
4                       1.12
8                       1.12
16                      1.12
32                      1.13
64                      1.17
128                     1.25
256                     1.78
512                     1.89
1024                    2.24
2048                    2.73
4096                    3.16
8192                    4.51
16384                   6.85
32768                  10.07
65536                  15.51
131072                 26.74
262144                 46.63
524288                 87.96
1048576               171.36
2097152               338.11
4194304               670.31
comet-01-38,comet-01-53
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.14
2                       1.13
4                       1.12
8                       1.12
16                      1.12
32                      1.14
64                      1.18
128                     1.27
256                     1.77
512                     1.83
1024                    2.20
2048                    2.69
4096                    3.15
8192                    4.52
16384                   6.74
32768                  10.12
65536                  15.59
131072                 25.93
262144                 46.62
524288                 88.08
1048576               171.66
2097152               337.77
4194304               670.12
comet-01-38,comet-01-54
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.10
8                       1.10
16                      1.12
32                      1.13
64                      1.16
128                     1.25
256                     1.75
512                     1.88
1024                    2.24
2048                    2.73
4096                    3.15
8192                    4.53
16384                   6.85
32768                  10.11
65536                  15.54
131072                 25.93
262144                 46.63
524288                 88.78
1048576               171.95
2097152               338.65
4194304               669.00
comet-01-39,comet-01-37
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.10
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.15
64                      1.18
128                     1.28
256                     1.81
512                     1.93
1024                    2.26
2048                    2.75
4096                    3.20
8192                    4.51
16384                   6.77
32768                  10.20
65536                  15.61
131072                 26.03
262144                 46.70
524288                 88.17
1048576               172.07
2097152               338.43
4194304               669.73
comet-01-39,comet-01-38
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.14
2                       1.13
4                       1.15
8                       1.13
16                      1.13
32                      1.14
64                      1.19
128                     1.26
256                     1.81
512                     1.92
1024                    2.26
2048                    2.77
4096                    3.19
8192                    4.55
16384                   6.87
32768                  10.29
65536                  15.69
131072                 26.14
262144                 46.89
524288                 88.27
1048576               172.23
2097152               338.38
4194304               670.32
comet-01-39,comet-01-40
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.12
8                       1.11
16                      1.12
32                      1.14
64                      1.17
128                     1.27
256                     1.79
512                     1.90
1024                    2.25
2048                    2.74
4096                    3.17
8192                    4.55
16384                   6.79
32768                  10.04
65536                  15.45
131072                 25.81
262144                 47.42
524288                 88.00
1048576               171.76
2097152               338.02
4194304               669.98
comet-01-39,comet-01-41
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.13
2                       1.13
4                       1.13
8                       1.13
16                      1.13
32                      1.14
64                      1.19
128                     1.27
256                     1.80
512                     1.91
1024                    2.27
2048                    2.76
4096                    3.17
8192                    4.56
16384                   6.79
32768                  10.06
65536                  15.60
131072                 25.86
262144                 46.59
524288                 88.08
1048576               171.29
2097152               338.19
4194304               670.91
comet-01-39,comet-01-42
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.11
2                       1.11
4                       1.10
8                       1.10
16                      1.13
32                      1.15
64                      1.18
128                     1.27
256                     1.78
512                     1.90
1024                    2.26
2048                    2.75
4096                    3.18
8192                    4.56
16384                   6.84
32768                  10.08
65536                  15.53
131072                 25.90
262144                 46.60
524288                 88.08
1048576               171.71
2097152               338.37
4194304               670.47
comet-01-39,comet-01-43
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.10
8                       1.14
16                      1.14
32                      1.18
64                      1.22
128                     1.32
256                     1.84
512                     1.95
1024                    2.30
2048                    2.79
4096                    3.23
8192                    4.61
16384                   6.92
32768                  10.26
65536                  15.71
131072                 26.13
262144                 46.86
524288                 88.96
1048576               172.03
2097152               338.46
4194304               670.98
comet-01-39,comet-01-44
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.10
4                       1.11
8                       1.11
16                      1.13
32                      1.15
64                      1.19
128                     1.28
256                     1.77
512                     1.89
1024                    2.26
2048                    2.74
4096                    3.18
8192                    4.58
16384                   6.79
32768                  10.06
65536                  15.49
131072                 25.80
262144                 46.54
524288                 87.93
1048576               171.31
2097152               338.11
4194304               669.48
comet-01-39,comet-01-45
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.12
2                       1.12
4                       1.12
8                       1.13
16                      1.13
32                      1.14
64                      1.19
128                     1.28
256                     1.79
512                     1.91
1024                    2.26
2048                    2.77
4096                    3.21
8192                    4.55
16384                   6.86
32768                  10.09
65536                  15.53
131072                 25.89
262144                 46.56
524288                 87.96
1048576               171.47
2097152               338.67
4194304               669.27
comet-01-39,comet-01-46
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.14
64                      1.18
128                     1.27
256                     1.78
512                     1.90
1024                    2.24
2048                    2.73
4096                    3.17
8192                    4.60
16384                   6.97
32768                  10.31
65536                  15.72
131072                 26.07
262144                 46.80
524288                 88.16
1048576               171.65
2097152               339.43
4194304               668.91
comet-01-39,comet-01-47
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.13
4                       1.13
8                       1.13
16                      1.14
32                      1.16
64                      1.20
128                     1.30
256                     1.77
512                     1.89
1024                    2.24
2048                    2.74
4096                    3.17
8192                    4.58
16384                   6.88
32768                  10.10
65536                  15.52
131072                 25.91
262144                 46.64
524288                 87.97
1048576               171.87
2097152               338.06
4194304               670.15
comet-01-39,comet-01-48
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.12
4                       1.11
8                       1.12
16                      1.15
32                      1.17
64                      1.22
128                     1.30
256                     1.83
512                     1.93
1024                    2.29
2048                    2.78
4096                    3.22
8192                    4.62
16384                   6.97
32768                  10.36
65536                  15.66
131072                 26.05
262144                 46.81
524288                 88.24
1048576               172.68
2097152               338.71
4194304               670.09
comet-01-39,comet-01-49
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.10
4                       1.10
8                       1.10
16                      1.12
32                      1.14
64                      1.17
128                     1.26
256                     1.78
512                     1.90
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.54
16384                   6.83
32768                  10.08
65536                  15.48
131072                 25.91
262144                 46.60
524288                 88.03
1048576               172.28
2097152               338.23
4194304               670.21
comet-01-39,comet-01-50
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.13
2                       1.14
4                       1.13
8                       1.13
16                      1.14
32                      1.15
64                      1.19
128                     1.28
256                     1.80
512                     1.92
1024                    2.27
2048                    2.77
4096                    3.18
8192                    4.59
16384                   6.81
32768                  10.16
65536                  15.57
131072                 26.00
262144                 46.81
524288                 88.16
1048576               171.88
2097152               338.50
4194304               670.88
comet-01-39,comet-01-51
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.13
4                       1.13
8                       1.13
16                      1.14
32                      1.14
64                      1.20
128                     1.28
256                     1.76
512                     1.89
1024                    2.24
2048                    2.73
4096                    3.16
8192                    4.60
16384                   7.03
32768                  10.16
65536                  15.60
131072                 26.09
262144                 46.74
524288                 88.20
1048576               172.02
2097152               338.62
4194304               669.62
comet-01-39,comet-01-52
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.11
8                       1.13
16                      1.15
32                      1.18
64                      1.22
128                     1.31
256                     1.85
512                     1.97
1024                    2.30
2048                    2.80
4096                    3.25
8192                    4.63
16384                   7.09
32768                  10.34
65536                  15.70
131072                 26.13
262144                 46.92
524288                 88.22
1048576               171.46
2097152               338.11
4194304               670.13
comet-01-39,comet-01-53
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.11
4                       1.11
8                       1.11
16                      1.12
32                      1.14
64                      1.18
128                     1.27
256                     1.78
512                     1.90
1024                    2.26
2048                    2.74
4096                    3.16
8192                    4.54
16384                   6.77
32768                  10.04
65536                  15.47
131072                 25.86
262144                 46.67
524288                 87.99
1048576               171.06
2097152               338.21
4194304               668.80
comet-01-39,comet-01-54
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.13
2                       1.13
4                       1.13
8                       1.14
16                      1.16
32                      1.17
64                      1.19
128                     1.28
256                     1.81
512                     1.92
1024                    2.27
2048                    2.77
4096                    3.18
8192                    4.59
16384                   6.91
32768                  10.21
65536                  15.62
131072                 25.99
262144                 46.86
524288                 88.21
1048576               171.83
2097152               338.28
4194304               671.22
comet-01-40,comet-01-37
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.16
2                       1.16
4                       1.15
8                       1.15
16                      1.16
32                      1.19
64                      1.21
128                     1.30
256                     1.84
512                     1.95
1024                    2.26
2048                    2.76
4096                    3.19
8192                    4.56
16384                   6.85
32768                  10.18
65536                  15.64
131072                 26.02
262144                 47.64
524288                 88.10
1048576               171.52
2097152               338.12
4194304               669.70
comet-01-40,comet-01-38
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.14
2                       1.14
4                       1.12
8                       1.13
16                      1.14
32                      1.14
64                      1.19
128                     1.27
256                     1.78
512                     1.89
1024                    2.26
2048                    2.76
4096                    3.17
8192                    4.53
16384                   6.75
32768                  10.03
65536                  15.47
131072                 25.82
262144                 46.52
524288                 87.90
1048576               171.41
2097152               337.77
4194304               668.54
comet-01-40,comet-01-39
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.11
4                       1.12
8                       1.12
16                      1.15
32                      1.17
64                      1.21
128                     1.29
256                     1.80
512                     1.91
1024                    2.26
2048                    2.76
4096                    3.19
8192                    4.54
16384                   6.79
32768                  10.18
65536                  15.67
131072                 26.20
262144                 46.76
524288                 88.18
1048576               171.78
2097152               338.38
4194304               670.24
comet-01-40,comet-01-41
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.15
2                       1.13
4                       1.12
8                       1.12
16                      1.12
32                      1.15
64                      1.19
128                     1.27
256                     1.80
512                     1.90
1024                    2.27
2048                    2.77
4096                    3.18
8192                    4.56
16384                   6.83
32768                  10.09
65536                  15.51
131072                 25.86
262144                 46.56
524288                 87.89
1048576               171.82
2097152               337.92
4194304               669.59
comet-01-40,comet-01-42
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.09
4                       1.12
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.25
256                     1.79
512                     1.89
1024                    2.24
2048                    2.76
4096                    3.19
8192                    4.55
16384                   6.92
32768                  10.06
65536                  15.54
131072                 25.86
262144                 46.67
524288                 88.13
1048576               172.46
2097152               338.26
4194304               669.47
comet-01-40,comet-01-43
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.13
4                       1.13
8                       1.13
16                      1.14
32                      1.14
64                      1.18
128                     1.27
256                     1.80
512                     1.93
1024                    2.28
2048                    2.80
4096                    3.21
8192                    4.54
16384                   6.89
32768                  10.14
65536                  15.58
131072                 25.90
262144                 46.59
524288                 88.03
1048576               170.94
2097152               337.75
4194304               669.00
comet-01-40,comet-01-44
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.13
2                       1.12
4                       1.12
8                       1.12
16                      1.13
32                      1.15
64                      1.20
128                     1.28
256                     1.77
512                     1.89
1024                    2.25
2048                    2.74
4096                    3.18
8192                    4.52
16384                   6.90
32768                  10.06
65536                  15.50
131072                 25.86
262144                 46.55
524288                 87.92
